"paragraph"	"words"	"characters"	"sentence"
"1775"	121	8	36	"In ac pede ut tortor mattis blandit."
"1776"	121	4	17	"Phasellus a nunc."
"1777"	121	3	14	"Integer metus."
"1778"	121	5	27	"Sed malesuada gravida arcu."
"1779"	121	10	57	"Lorem ipsum dolor sit amet, consectetuer adipiscing elit."
"1780"	122	5	34	"Phasellus suscipit placerat neque."
"1781"	122	3	12	"Duis rutrum."
"1782"	122	3	13	"Quisque enim."
"1783"	122	8	39	"Proin et erat at augue aliquam aliquam."
"1784"	122	5	34	"Mauris porttitor imperdiet lectus."
"1785"	122	5	29	"Proin egestas faucibus risus."
"1786"	122	5	33	"Praesent pharetra consequat odio."
"1787"	122	8	42	"Fusce sed felis et nulla tempor elementum."
"1788"	122	4	16	"Nulla eu turpis."
"1789"	122	3	14	"Proin posuere."
"1790"	122	8	53	"Nullam nonummy nulla sed nulla volutpat consectetuer."
"1791"	122	5	31	"Vivamus vehicula accumsan eros."
"1792"	122	3	18	"Fusce ullamcorper."
"1793"	122	5	36	"Phasellus vehicula consequat mauris."
"1794"	122	4	16	"Sed vitae purus."
"1795"	122	20	111	"Sed accumsan, felis suscipit auctor fermentum, odio turpis vestibulum risus, vitae mattis metus neque non pede."
"1796"	123	6	33	"Suspendisse mollis erat et risus."
"1797"	123	8	45	"Vestibulum et odio eu nisl malesuada dapibus."
"1798"	123	8	47	"Morbi ac tortor et magna tincidunt ullamcorper."
"1799"	123	5	29	"Ut pellentesque fermentum mi."
"1800"	123	9	51	"Etiam sed neque sit amet leo consectetuer sagittis."
"1801"	123	3	15	"Nulla facilisi."
"1802"	123	6	30	"Sed lobortis erat vitae nulla."
"1803"	123	8	46	"Duis bibendum ipsum et mi scelerisque dapibus."
"1804"	123	5	30	"Fusce nonummy vestibulum orci."
"1805"	123	4	13	"Donec a nisl."
"1806"	123	4	16	"Integer ac nibh."
"1807"	123	14	93	"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas."
"1808"	123	8	44	"Aenean nec nunc sed dui lobortis vestibulum."
"1809"	123	15	69	"Praesent metus ligula, auctor vitae, lacinia sed, hendrerit a, felis."
"1810"	123	3	13	"Etiam sapien."
"1811"	123	8	43	"Proin et sem vitae dolor sodales venenatis."
"1812"	123	5	29	"Integer luctus aliquam risus."
"1813"	124	15	64	"Maecenas mi massa, fermentum eu, venenatis et, cursus id, ipsum."
"1814"	124	6	37	"Morbi vehicula justo faucibus mauris."
"1815"	124	4	16	"Donec non neque."
"1816"	124	8	39	"Fusce id mi ut neque tincidunt posuere."
"1817"	124	4	22	"Suspendisse quis enim."
"1818"	124	3	15	"Cras porttitor."
"1819"	124	4	15	"Sed quis velit."
"1820"	124	8	43	"Aliquam vel augue at wisi blandit suscipit."
"1821"	124	4	14	"Duis ut justo."
"1822"	124	15	91	"Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos hymenaeos."
"1823"	124	6	31	"Etiam bibendum wisi quis augue."
"1824"	124	15	77	"Nulla lorem odio, sollicitudin vitae, vehicula nec, dapibus ultricies, purus."
"1825"	124	8	38	"In vitae tellus at odio cursus congue."
"1826"	124	5	31	"Quisque tincidunt tempus metus."
"1827"	124	8	44	"Aenean et nulla nec dolor dapibus ultricies."
"1828"	124	5	33	"Phasellus commodo vulputate arcu."
"1829"	124	3	9	"Sed enim."
"1830"	124	4	19	"Phasellus quis leo."
"1831"	124	20	100	"Aliquam iaculis, turpis nec aliquet rutrum, pede risus porta diam, id ullamcorper erat est sed eros."
"1832"	124	3	13	"Fusce ornare."
"1833"	125	21	118	"Suspendisse porta, dolor sed fringilla ultrices, augue mauris gravida dolor, vel sollicitudin magna dui sit amet nunc."
"1834"	125	5	32	"Mauris mollis condimentum risus."
"1835"	125	3	14	"Integer ipsum."
"1836"	125	20	108	"Quisque malesuada, erat ac dictum pulvinar, magna nisl fermentum ligula, quis euismod mauris felis non diam."
"1837"	125	15	76	"Nullam sapien turpis, rutrum vel, condimentum ac, bibendum vulputate, nulla."
"1838"	125	15	76	"Vestibulum tortor ipsum, fermentum egestas, placerat ut, vulputate et, wisi."
"1839"	125	4	22	"Aliquam erat volutpat."
"1840"	125	21	111	"Donec consequat, ligula sit amet tincidunt aliquam, nunc lorem sagittis nunc, a ullamcorper erat ante ac felis."
"1841"	125	3	15	"Donec eleifend."
"1842"	125	15	73	"Nullam quam leo, lobortis non, condimentum at, tempus consectetuer, orci."
"1843"	125	4	17	"Quisque ut lorem."
"1844"	125	3	11	"Donec nisl."
"1845"	125	10	57	"Lorem ipsum dolor sit amet, consectetuer adipiscing elit."
"1846"	125	34	188	"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec porta, libero eget feugiat posuere, felis arcu pulvinar odio, vel dapibus enim dui nec turpis."
"1847"	126	3	9	"Duis leo."
"1848"	126	4	14	"Cras nec odio."
"1849"	126	5	27	"Nullam pretium lacinia est."
"1850"	126	20	104	"Fusce aliquet, metus et vestibulum lobortis, ante erat vestibulum eros, eu sodales eros turpis id massa."
"1851"	126	3	12	"Quisque est."
"1852"	126	4	17	"Vivamus eu lacus."
"1853"	126	3	11	"Nulla nisl."
"1854"	126	3	9	"Nam eros."
"1855"	126	9	50	"Aliquam sit amet neque vel magna dictum ultricies."
"1856"	126	16	78	"Praesent magna mauris, sollicitudin ac, commodo eu, bibendum sit amet, lectus."
"1857"	126	3	20	"Suspendisse potenti."
"1858"	126	8	48	"Fusce congue leo quis libero nonummy adipiscing."
"1859"	126	18	100	"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nunc a orci."
"1860"	126	9	47	"Ut at erat sit amet nunc scelerisque malesuada."
"1861"	126	15	66	"Phasellus odio nisl, porta eget, laoreet nec, vehicula non, risus."
"1862"	126	15	74	"Etiam dolor mauris, consectetuer eget, tincidunt sed, egestas quis, neque."
"1863"	126	6	26	"Ut egestas ante ac libero."
"1864"	126	5	28	"Proin mattis volutpat metus."
"1865"	127	6	27	"Sed tempor metus eget wisi."
"1866"	127	3	12	"Duis cursus."
"1867"	127	3	9	"Nam nunc."
"1868"	127	6	28	"Nulla placerat wisi sed est."
"1869"	127	3	13	"Aenean risus."
"1870"	127	10	57	"Lorem ipsum dolor sit amet, consectetuer adipiscing elit."
"1871"	127	15	63	"Proin erat dolor, ultricies a, rutrum sed, posuere eget, metus."
"1872"	127	6	30	"Donec sagittis nunc ac tortor."
"1873"	127	4	22	"Aliquam erat volutpat."
"1874"	127	20	117	"Curabitur consectetuer, augue nec viverra eleifend, dolor dolor volutpat orci, dapibus pellentesque eros pede a arcu."
"1875"	127	3	13	"Nullam augue."
"1876"	127	8	40	"Etiam eget nulla vel mi porta hendrerit."
"1877"	127	5	36	"Phasellus cursus scelerisque tortor."
"1878"	127	4	16	"Maecenas ut leo."
"1879"	128	3	13	"Donec libero."
"1880"	128	8	45	"Quisque vitae est quis dui bibendum suscipit."
"1881"	128	15	66	"Fusce leo felis, sagittis non, vehicula ac, ultricies vitae, diam."
"1882"	128	6	30	"Aenean congue libero et metus."
"1883"	128	6	31	"Nulla convallis libero a lacus."
"1884"	128	7	35	"Donec hendrerit lorem sit amet leo."
"1885"	128	3	14	"Mauris libero."
"1886"	128	5	37	"Pellentesque pulvinar molestie dolor."
"1887"	128	16	66	"Proin nibh mauris, ornare at, pretium sit amet, porttitor vel, mi."
"1888"	128	14	93	"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas."
"1889"	129	19	122	"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Aliquam interdum porttitor tortor."
"1890"	129	6	34	"Donec ultricies justo eget sapien."
"1891"	129	4	13	"Proin ac est."
"1892"	129	4	22	"Aliquam erat volutpat."
"1893"	129	5	29	"In tempus scelerisque ligula."
"1894"	129	4	23	"Morbi scelerisque urna."
"1895"	129	4	13	"Duis ac nisl."
"1896"	129	4	14	"Donec sed leo."
"1897"	129	6	31	"Fusce posuere orci mollis nunc."
"1898"	129	16	69	"Sed arcu enim, pharetra nec, aliquam eu, consectetuer sit amet, eros."
"1899"	129	4	12	"Sed id enim."
"1900"	129	6	25	"Etiam mattis est at elit."
"1901"	129	15	81	"Pellentesque est risus, pellentesque nec, dignissim vitae, egestas vitae, sapien."
"1902"	129	8	46	"Maecenas et eros non libero iaculis facilisis."
"1903"	129	5	30	"Mauris porttitor tempor justo."
"1904"	129	6	34	"Sed sollicitudin neque nec libero."
"1905"	130	4	16	"Mauris ac ipsum."
"1906"	130	6	28	"Duis ultrices erat ac felis."
"1907"	130	5	28	"Donec dignissim luctus orci."
"1908"	130	16	71	"Fusce pede odio, feugiat sit amet, aliquam eu, viverra eleifend, ipsum."
"1909"	130	15	60	"Fusce arcu massa, posuere id, nonummy eu, pulvinar ut, wisi."
"1910"	130	3	8	"Sed dui."
"1911"	130	15	66	"Vestibulum nunc nisl, rutrum quis, pharetra eget, congue sed, dui."
"1912"	130	15	69	"Donec justo neque, euismod eget, nonummy adipiscing, iaculis eu, leo."
"1913"	130	3	12	"Duis lectus."
"1914"	130	5	31	"Morbi pellentesque nonummy dui."
"1915"	131	15	71	"Aenean sem dolor, fermentum nec, gravida hendrerit, mattis eget, felis."
"1916"	131	8	46	"Nullam non diam vitae mi lacinia consectetuer."
"1917"	131	8	41	"Fusce non massa eget quam luctus posuere."
"1918"	131	4	23	"Aenean vulputate velit."
"1919"	131	4	17	"Quisque et dolor."
"1920"	131	15	59	"Donec ipsum tortor, rutrum quis, mollis eu, mollis a, pede."
"1921"	131	3	12	"Donec nulla."
"1922"	131	3	14	"Duis molestie."
"1923"	131	5	28	"Duis lobortis commodo purus."
"1924"	131	4	22	"Pellentesque vel quam."
"1925"	131	5	23	"Ut congue congue risus."
"1926"	131	3	11	"Sed ligula."
"1927"	131	6	31	"Aenean dictum pede vitae felis."
"1928"	131	5	20	"Donec sit amet nibh."
"1929"	131	4	17	"Maecenas eu orci."
"1930"	131	6	31	"Quisque gravida quam sed massa."
"1931"	132	20	120	"Nunc euismod, mauris luctus adipiscing pellentesque, augue ligula pellentesque lectus, vitae posuere purus velit a pede."
"1932"	132	15	78	"Phasellus leo mi, egestas imperdiet, blandit non, sollicitudin pharetra, enim."
"1933"	132	6	32	"Nullam faucibus tellus non enim."
"1934"	132	6	25	"Sed egestas nunc eu eros."
"1935"	132	5	28	"Nunc euismod venenatis urna."
"1936"	132	3	22	"Phasellus ullamcorper."
"1937"	132	6	28	"Vivamus varius est ac lorem."
"1938"	132	8	47	"In id pede eleifend nibh consectetuer faucibus."
"1939"	132	5	32	"Phasellus accumsan euismod elit."
"1940"	132	4	17	"Etiam vitae elit."
"1941"	132	4	23	"Integer imperdiet nibh."
"1942"	132	6	32	"Morbi imperdiet orci euismod mi."
"1943"	133	5	29	"Donec tincidunt tempor metus."
"1944"	133	5	28	"Aenean egestas cursus nulla."
"1945"	133	8	39	"Fusce ac metus at enim viverra lacinia."
"1946"	133	8	45	"Vestibulum in magna non eros varius suscipit."
"1947"	133	4	19	"Nullam cursus nibh."
"1948"	133	3	13	"Mauris neque."
"1949"	133	15	63	"In nunc quam, convallis vitae, posuere in, consequat sed, wisi."
"1950"	133	5	38	"Phasellus bibendum consectetuer massa."
"1951"	133	4	20	"Curabitur quis urna."
"1952"	133	4	21	"Pellentesque a justo."
"1953"	134	9	43	"In sit amet dui eget lacus rutrum accumsan."
"1954"	134	8	43	"Phasellus ac metus sed massa varius auctor."
"1955"	134	15	71	"Curabitur velit elit, pellentesque eget, molestie nec, congue at, pede."
"1956"	134	8	48	"Maecenas quis tellus non lorem vulputate ornare."
"1957"	134	29	156	"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Etiam magna arcu, vulputate egestas, aliquet ut, facilisis ut, nisl."
"1958"	134	6	30	"Donec vulputate wisi ac dolor."
"1959"	134	6	31	"Aliquam feugiat nibh id tellus."
"1960"	134	9	48	"Morbi eget massa sit amet purus accumsan dictum."
"1961"	134	4	15	"Aenean a lorem."
"1962"	134	5	26	"Fusce semper porta sapien."
"1963"	135	9	53	"Curabitur sit amet libero eget enim eleifend lacinia."
"1964"	135	5	30	"Vivamus sagittis volutpat dui."
"1965"	135	3	20	"Suspendisse potenti."
"1966"	135	8	40	"Morbi a nibh eu augue fermentum posuere."
"1967"	135	15	68	"Curabitur elit augue, porta quis, congue aliquam, rutrum non, massa."
"1968"	135	5	28	"Integer mattis mollis ipsum."
"1969"	135	15	59	"Sed tellus enim, mattis id, feugiat sed, eleifend in, elit."
"1970"	135	8	45	"Phasellus non purus sed elit viverra rhoncus."
"1971"	135	8	46	"Vestibulum id tellus vel sem imperdiet congue."
"1972"	135	4	15	"Aenean in arcu."
"1973"	135	15	67	"Nullam urna justo, imperdiet eget, volutpat vitae, semper eu, quam."
"1974"	135	15	64	"Sed turpis dui, porttitor ut, egestas ac, condimentum non, wisi."
"1975"	135	6	30	"Fusce iaculis turpis eget dui."
"1976"	135	6	38	"Quisque pulvinar est pellentesque leo."
"1977"	135	15	62	"Ut nulla elit, mattis vel, scelerisque vel, blandit ut, justo."
"1978"	135	6	28	"Nulla feugiat risus in erat."
"1979"	136	3	20	"Curabitur hendrerit."
"1980"	136	6	31	"Morbi fringilla enim quis nunc."
"1981"	136	4	17	"Phasellus at dui."
"1982"	136	6	28	"Donec commodo augue at nunc."
"1983"	136	8	40	"Nunc in sapien et magna mollis sagittis."
"1984"	136	4	14	"Morbi eu elit."
"1985"	136	3	16	"Phasellus lacus."
"1986"	136	4	13	"Donec a quam."
"1987"	136	4	22	"Etiam pulvinar sapien."
"1988"	136	15	64	"Sed nibh magna, viverra vitae, auctor eget, eleifend nec, lorem."
"1989"	136	6	31	"Curabitur fringilla dui a odio."
"1990"	136	5	29	"Nunc semper condimentum arcu."
"1991"	136	9	59	"Curabitur vitae lectus sit amet turpis pretium condimentum."
"1992"	136	5	30	"Nullam imperdiet mattis neque."
"1993"	136	8	49	"Proin eget magna porta erat rhoncus consectetuer."
"1994"	136	6	30	"Aenean pulvinar erat vitae mi."
"1995"	137	8	44	"In eget turpis non tortor iaculis tincidunt."
"1996"	137	5	25	"Ut egestas feugiat magna."
"1997"	137	15	64	"Duis enim nibh, gravida vel, nonummy non, sollicitudin ac, enim."
"1998"	137	8	41	"Sed in tortor sed tellus eleifend cursus."
"1999"	137	8	40	"Morbi a dolor at nibh molestie faucibus."
"2000"	137	4	14	"Duis sed wisi."
"2001"	137	20	107	"Duis fringilla, dui et malesuada dignissim, elit eros dictum lacus, rhoncus imperdiet pede elit nec tellus."
"2002"	137	8	47	"Aenean at ligula eget nulla imperdiet faucibus."
"2003"	137	6	32	"Quisque vestibulum lorem ac leo."
"2004"	137	6	27	"Sed laoreet neque ut magna."
"2005"	138	8	44	"Aenean eget justo id lorem congue tristique."
"2006"	138	5	23	"Maecenas sit amet nunc."
"2007"	138	4	22	"Aenean bibendum risus."
"2008"	138	20	99	"Nam convallis, mi sed ultrices sodales, metus nibh placerat dui, eu hendrerit erat enim vel libero."
"2009"	138	8	51	"Duis placerat sem vitae wisi imperdiet condimentum."
"2010"	138	8	52	"Aliquam pellentesque dui ac diam eleifend venenatis."
"2011"	138	5	31	"Nulla facilisis posuere sapien."
"2012"	138	3	13	"Cras euismod."
"2013"	138	4	17	"Praesent ut enim."
"2014"	138	8	45	"Aliquam ut ipsum quis urna interdum vehicula."
"2015"	138	4	15	"Fusce eget sem."
"2016"	138	5	35	"Nullam accumsan ullamcorper turpis."
"2017"	139	20	111	"Integer posuere, metus ac rhoncus auctor, mi tellus scelerisque nunc, venenatis elementum tortor lorem eu erat."
"2018"	139	6	34	"Sed consectetuer risus vitae orci."
"2019"	139	15	71	"Nullam tortor mauris, interdum at, imperdiet in, convallis eget, massa."
"2020"	139	21	111	"Aliquam suscipit, magna nec blandit volutpat, lectus neque suscipit nunc, sit amet cursus nisl erat eget risus."
"2021"	139	15	70	"Vestibulum leo lectus, accumsan ut, pharetra vel, elementum sed, quam."
"2022"	139	6	34	"Maecenas condimentum orci at enim."
"2023"	139	4	17	"Maecenas ut nunc."
"2024"	139	3	13	"Vivamus pede."
"2025"	139	8	43	"Integer vel purus vel mi mollis vestibulum."
"2026"	139	5	27	"Sed laoreet ultricies nibh."
"2027"	139	8	53	"Suspendisse non nisl quis ligula fermentum facilisis."
"2028"	139	15	68	"Vestibulum sem nibh, porttitor et, fermentum a, ultricies id, augue."
"2029"	140	5	28	"In accumsan convallis metus."
"2030"	140	3	11	"Aenean est."
"2031"	140	5	26	"Donec pharetra porta odio."
"2032"	140	16	70	"Duis nunc nisl, imperdiet ac, tincidunt vitae, varius sit amet, felis."
"2033"	140	3	15	"Curabitur wisi."
"2034"	140	20	105	"Ut iaculis, nunc in lacinia egestas, elit enim tincidunt turpis, at luctus ipsum augue condimentum metus."
"2035"	140	16	64	"Aenean lorem wisi, cursus sit amet, mollis nec, porta ac, augue."
"2036"	140	3	14	"Vivamus massa."
"2037"	140	5	32	"Praesent rhoncus imperdiet orci."
"2038"	140	6	32	"Aenean pharetra dolor ut sapien."
"2039"	140	6	36	"Maecenas egestas augue semper dolor."
"2040"	141	4	21	"Vestibulum at lectus."
"2041"	141	5	34	"Vestibulum dapibus placerat magna."
"2042"	141	16	76	"Suspendisse dolor urna, condimentum sit amet, euismod a, adipiscing a, enim."
"2043"	141	4	22	"Aliquam erat volutpat."
"2044"	141	6	29	"Donec imperdiet dolor non mi."
"2045"	141	16	69	"Phasellus magna metus, dictum sit amet, laoreet non, dictum vel, dui."
"2046"	141	3	20	"Suspendisse potenti."
"2047"	141	15	65	"Nunc turpis risus, porta vel, pharetra id, eleifend vitae, justo."
"2048"	141	7	34	"Duis pulvinar dolor sit amet urna."
"2049"	141	4	16	"Integer eu eros."
"2050"	141	3	15	"Nulla facilisi."
"2051"	141	3	9	"Duis dui."
"2052"	141	4	18	"Nullam vitae quam."
"2053"	141	8	37	"Morbi a nunc in elit sodales euismod."
"2054"	141	4	14	"Nunc sed orci."
"2055"	141	6	34	"Etiam malesuada metus vitae felis."
"2056"	141	6	38	"Suspendisse imperdiet velit in tellus."
"2057"	142	15	71	"Nullam elit orci, condimentum vitae, accumsan quis, gravida non, velit."
"2058"	142	5	33	"Morbi pellentesque accumsan elit."
"2059"	142	15	63	"Aenean est purus, eleifend ac, dictum at, dignissim sed, dolor."
"2060"	142	6	38	"Vestibulum volutpat sapien quis augue."
"2061"	142	5	35	"Maecenas vulputate accumsan sapien."
"2062"	142	20	94	"Nam mattis, lacus non iaculis aliquet, mi elit varius lectus, eu malesuada dolor nunc at wisi."
"2063"	142	3	15	"Aliquam ligula."
"2064"	142	16	78	"Mauris nisl elit, molestie vitae, gravida sit amet, facilisis convallis, enim."
"2065"	142	3	9	"Sed urna."
"2066"	142	4	18	"Praesent et augue."
"2067"	142	3	19	"Fusce pellentesque."
"2068"	142	6	31	"Maecenas varius orci eget nisl."
"2069"	142	5	28	"Donec tempor rhoncus turpis."
"2070"	142	3	13	"Integer nibh."
"2071"	142	15	67	"Cras metus erat, tincidunt et, scelerisque quis, bibendum sed, dui."
"2072"	142	3	20	"Suspendisse potenti."
"2073"	143	4	16	"Integer ac diam."
"2074"	143	6	34	"Nullam porttitor dolor eget metus."
"2075"	143	8	43	"Nulla sed metus quis tortor lacinia tempor."
"2076"	143	16	70	"Mauris mauris dui, faucibus vitae, aliquet sit amet, placerat a, ante."
"2077"	143	5	30	"Nunc placerat tincidunt neque."
"2078"	143	8	47	"Mauris egestas dolor ut ipsum cursus malesuada."
"2079"	143	3	15	"Curabitur odio."
"2080"	143	3	14	"Nunc lobortis."
"2081"	143	5	24	"Sed mattis tempor felis."
"2082"	143	16	72	"Mauris dolor quam, facilisis at, bibendum sit amet, rutrum ornare, pede."
"2083"	143	5	36	"Suspendisse accumsan sagittis velit."
"2084"	143	5	34	"Pellentesque varius laoreet lorem."
"2085"	143	6	31	"Vivamus egestas sapien id diam."
"2086"	144	20	107	"Integer viverra, felis ac tempus cursus, neque risus interdum turpis, eget venenatis tellus velit in neque."
"2087"	144	5	28	"Nulla feugiat luctus tellus."
"2088"	144	6	26	"Nam pulvinar lacus id leo."
"2089"	144	4	21	"Vestibulum at ligula."
"2090"	144	5	28	"Duis laoreet tincidunt enim."
"2091"	144	8	49	"Suspendisse at nisl molestie est laoreet laoreet."
"2092"	144	6	35	"Suspendisse euismod metus vel nisl."
"2093"	144	5	35	"Aenean ullamcorper imperdiet massa."
"2094"	144	3	13	"Aliquam nibh."
"2095"	144	4	16	"Donec quis erat."
"2096"	144	5	25	"Nunc sodales auctor ante."
"2097"	145	4	14	"Nam quis ante."
"2098"	145	6	29	"Nullam interdum quam in eros."
"2099"	145	8	50	"Sed eleifend libero eu tellus consequat fermentum."
"2100"	145	6	35	"Nullam pellentesque risus ut augue."
"2101"	145	4	21	"Vestibulum eu tellus."
"2102"	145	5	31	"Integer eleifend suscipit urna."
"2103"	145	6	28	"Fusce porttitor leo et odio."
"2104"	145	6	30	"Vivamus vehicula justo a nisl."
"2105"	145	20	96	"In rutrum, purus ut dictum auctor, dolor velit accumsan dolor, eu convallis augue dui ac lectus."
"2106"	145	5	36	"Nullam eleifend pellentesque ligula."
"2107"	145	4	15	"Nam quis magna."
"2108"	145	5	29	"Donec elementum dapibus erat."
